"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","virus","p.adjust.manual","log10.p.adjust","p.adjust.manual.perm2","not_found_in_perm2","Motiff_bound","Pathogen","Taxon.mnemonic","Organism","Family_Viral_Zone"
"111","hsa0301514","hsa03015","mRNA surveillance pathway","21/1072","97/8661",0.00688530615787395,0.0385335555151191,0.0287364578334167,"10914/10250/55339/22794/10921/5411/22985/10189/80336/11052/5528/8106/5976/8761/81608/124540/2521/4440/5042/23708/51585",21,"UP000009294",0.0385335555151191,1.41416091651633,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"112","hsa0031020","hsa00310","Lysine degradation","15/1072","63/8661",0.00860927562947367,0.0465484563695272,0.0347135823775388,"84444/9757/4297/8085/7799/9739/58508/55904/63976/23067/51111/10919/29072/93166/9869",15,"UP000009294",0.0465484563695272,1.33209471642941,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"113","hsa0325014","hsa03250","Viral life cycle - HIV-1","15/1072","63/8661",0.00860927562947367,0.0465484563695272,0.0347135823775388,"55201/905/4300/1025/4130/4298/11052/27125/2033/23534/2648/6829/9972/904/9582",15,"UP000009294",0.0465484563695272,1.33209471642941,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"114","hsa0497418","hsa04974","Protein digestion and absorption","36/1091","103/8661",3.66571124131077e-09,8.3512080755558e-07,6.92853137601449e-07,"1278/1300/91522/1277/1305/1282/1286/1310/1297/1285/1302/8645/7373/1303/1281/1290/1308/1280/255631/1306/1301/1289/1299/1284/80781/340267/85301/1307/57642/1291/1296/117247/2006/1295/1287/1292",36,"UP000001874",8.3512080755558e-07,6.07825069546282,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"115","hsa0401025","hsa04010","MAPK signaling pathway","74/1091","301/8661",5.20324490688835e-09,8.3512080755558e-07,6.92853137601449e-07,"10746/8717/9252/8569/2872/2250/3164/6722/356/1850/5532/9254/4790/11184/4216/3727/4294/26291/4775/55799/4293/2768/6885/673/369/5894/6416/1147/3551/409/3654/84451/777/4137/778/2002/9344/2260/9175/2064/4296/929/1956/994/23542/8912/1843/779/7046/4214/9448/6196/6195/6197/5602/5601/5599/4914/785/783/782/51701/776/775/1616/7422/5598/3480/9261/836/9048/2255/59283/1849",74,"UP000001874",8.3512080755558e-07,6.07825069546282,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"116","hsa0516534","hsa05165","Human papillomavirus infection","75/1091","331/8661",1.62521376106585e-07,1.73897872434046e-05,1.44273361947249e-05,"1278/23352/8325/8717/6198/5829/1277/1282/1286/2778/8324/7476/356/3280/5295/7060/1297/324/1285/2308/5526/4790/5610/3107/7482/3659/1280/7148/2475/54361/1299/1284/3915/3911/5894/1147/3551/84441/3913/83439/10297/388585/3909/3691/23513/1856/1956/148022/1108/8321/5925/55502/80326/84699/22798/1291/6199/9641/29110/5986/533/26508/5293/64764/3918/5934/7422/1287/1292/1452/836/3678/537/23493/28227",75,"UP000001874",1.73897872434046e-05,4.75970573137168,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"117","hsa0522422","hsa05224","Breast cancer","41/1091","147/8661",4.38859547155206e-07,3.52184786592053e-05,2.92188066921756e-05,"5241/8325/6198/2250/8324/7476/3280/5295/324/25759/7482/26291/2475/54361/673/369/5894/83439/10297/2260/3714/2064/388585/8600/1856/4041/1956/8321/5925/80326/6667/6199/4040/26508/5293/23401/10023/1452/3480/2255/23493",41,"UP000001874",3.52184786592053e-05,4.45322940828306,0.0460178915306667,"Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"118","hsa0451219","hsa04512","ECM-receptor interaction","28/1091","89/8661",2.28211273074586e-06,0.000146511637313884,0.000121552530711306,"1278/3339/1834/341640/1277/1282/1286/2811/7060/1297/1285/1280/7148/1299/1284/3915/3911/3913/2812/3909/3691/22798/1291/1758/3918/1287/1292/3678",28,"UP000001874",0.000146511637313884,3.83412787824175,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"119","hsa0520221","hsa05202","Transcriptional misregulation in cancer","46/1091","193/8661",1.04202354521111e-05,0.000557482596687944,0.000462512205155107,"4297/4300/5081/7704/84444/7849/8938/1051/4613/8148/9611/905/2308/4790/55589/3195/1050/6257/7490/64919/4094/860/7030/2130/5087/6929/4298/1025/54738/4299/8013/929/7850/6667/904/64332/4914/3207/8864/7185/3560/3480/5079/1655/861/6692",46,"UP000001874",0.000557482596687944,3.25376868573337,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"120","hsa0431021","hsa04310","Wnt signaling pathway","42/1091","174/8661",1.8076240683227e-05,0.000828924751330838,0.000687712615467132,"84445/57680/8325/23500/23411/80319/8324/7476/5532/324/4007/84133/7482/23002/23236/4775/4919/54361/6907/6885/6259/83439/10297/2239/1856/1501/4041/8321/4089/80326/5602/5601/5599/4040/51701/23401/10023/1452/8840/79718/4776/1459",42,"UP000001874",0.000828924751330838,3.08148489232677,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"121","hsa0522621","hsa05226","Gastric cancer","37/1091","149/8661",2.90901518374767e-05,0.00103754874887,0.000860796305834107,"8325/6198/2250/8324/7476/5295/324/6469/25759/7482/6257/26291/2475/54361/673/369/5894/83439/10297/1045/2064/1856/4041/1956/8321/4089/5925/80326/7046/6199/4040/5293/23401/10023/1452/5243/2255",37,"UP000001874",0.00103754874887,2.98399148896009,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"122","hsa0492813","hsa04928","Parathyroid hormone synthesis, secretion and action","28/1091","106/8661",8.41243210151429e-05,0.00270039070458609,0.00224036349650854,"2778/1958/3727/6257/9826/5144/23236/2768/1594/673/369/5894/409/9138/860/2260/8600/4041/1956/4209/84699/113/6667/4040/64764/112/9247/9935",28,"UP000001874",0.00270039070458609,2.56857339562986,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"123","hsa0493420","hsa04934","Cushing syndrome","36/1091","155/8661",0.000163160874453491,0.00402881851535159,0.00334248593009986,"4297/8325/8085/3164/2778/8324/7476/324/7482/23236/54361/673/1029/3739/83439/10297/778/5087/1856/1956/8321/5925/8912/80326/84699/1584/779/2271/113/6667/776/775/79798/2516/64764/112",36,"UP000001874",0.00402881851535159,2.3948222956686,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"124","hsa0522521","hsa05225","Hepatocellular carcinoma","38/1091","168/8661",0.000194860038976261,0.00446786232224142,0.00370673607977399,"57492/8289/8325/6198/8324/7476/5295/324/6597/25759/7482/6603/2475/54361/673/369/5894/1029/83439/10297/6599/6601/2002/1856/4041/1956/8321/4089/5925/80326/7046/6199/4040/5293/23401/10023/1452/3480",38,"UP000001874",0.00446786232224142,2.34990021819118,0.0107507755985835,"Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"125","hsa0406817","hsa04068","FoxO signaling pathway","31/1091","131/8661",0.00032018434029199,0.00635287832353947,0.0052706286796376,"3667/8660/5170/23411/356/5295/2308/8471/2290/116986/673/369/5894/1147/3551/2309/4303/6794/100132074/9454/1956/4089/7046/5602/5601/5599/51701/5293/5934/5347/3480",31,"UP000001874",0.00635287832353947,2.19702946261239,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"126","hsa0493010","hsa04930","Type II diabetes mellitus","15/1091","46/8661",0.000330404591791328,0.00635287832353947,0.0052706286796376,"3667/8660/5295/8471/3651/2475/3551/777/5602/5601/5599/776/775/5293/8651",15,"UP000001874",0.00635287832353947,2.19702946261239,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"127","hsa0152216","hsa01522","Endocrine resistance","25/1091","98/8661",0.00035623616767511,0.00635287832353947,0.0052706286796376,"5469/6198/2778/5295/9611/25759/2475/673/369/5894/1029/3714/2064/1956/5925/113/6667/6199/5602/5601/5599/5293/112/4313/3480",25,"UP000001874",0.00635287832353947,2.19702946261239,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"128","hsa0523114","hsa05231","Choline metabolism in cancer","25/1091","98/8661",0.00035623616767511,0.00635287832353947,0.0052706286796376,"6582/8525/5170/6198/1119/5295/5900/9468/10810/139189/10163/8936/7454/8527/2475/5894/1956/9162/6667/6199/5602/5601/5599/5293/1609",25,"UP000001874",0.00635287832353947,2.19702946261239,NA,"Not Found",NA,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"129","hsa0522111","hsa05221","Acute myeloid leukemia","19/1091","67/8661",0.000430295012610246,0.00690623495239445,0.00572971779949433,"6198/7704/5295/4790/5292/11040/1050/2475/673/369/5894/1147/3551/83439/929/6199/5293/8864/861",19,"UP000001874",0.00690623495239445,2.1607586508935,NA,"Not Found",NA,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"130","hsa0308316","hsa03083","Polycomb repressive complex","22/1091","84/8661",0.000534450841329594,0.00798752764931678,0.00662680601828872,"8535/64319/3720/84733/9212/80816/23512/221937/2146/26053/23269/23466/22992/57666/10336/3607/114785/26013/55252/3054/55777/84458",22,"UP000001874",0.00798752764931678,2.09758762549396,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"131","hsa0325015","hsa03250","Viral life cycle - HIV-1","18/1091","63/8661",0.000547431801510807,0.00798752764931678,0.00662680601828872,"9972/4300/905/10015/11052/4131/27350/4130/27125/4298/1025/2648/7852/904/8850/200316/9582/55201",18,"UP000001874",0.00798752764931678,2.09758762549396,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"132","hsa0493314","hsa04933","AGE-RAGE signaling pathway in diabetic complications","24/1091","100/8661",0.0011850142514119,0.0158495656126342,0.0131495002459303,"1278/1277/1282/1286/5295/1958/1285/2308/4790/5292/1729/23236/1281/1284/4089/7046/5602/5601/5599/5293/7422/1287/4313/836",24,"UP000001874",0.0158495656126342,1.79998263594599,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"133","hsa0433017","hsa04330","Notch signaling pathway","17/1091","62/8661",0.00128519590987677,0.0158672264257862,0.0131641524371993,"9541/3280/23013/1840/196403/84441/9612/3714/388585/1856/2648/8850/5986/26508/83737/23493/9253",17,"UP000001874",0.0158672264257862,1.79949898082215,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"134","hsa0031021","hsa00310","Lysine degradation","17/1091","63/8661",0.00155784786296852,0.0185210801486258,0.0153659067965316,"9739/4297/23067/93166/7799/8085/84444/55904/9757/83852/2146/10919/2639/9869/3033/79813/29072",17,"UP000001874",0.0185210801486258,1.73233368887933,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"135","hsa0492712","hsa04927","Cortisol synthesis and secretion","17/1091","65/8661",0.00225081746112046,0.0248320130631293,0.0206017357106795,"3164/2778/23236/3739/778/5087/8912/84699/1584/779/113/6667/776/775/2516/64764/112",17,"UP000001874",0.0248320130631293,1.60498807195688,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"136","hsa0516620","hsa05166","Human T-cell leukemia virus 1 infection","43/1091","222/8661",0.0023709434772457,0.0248320130631293,0.0206017357106795,"2874/1111/11200/200186/23373/6722/5532/5295/1958/4790/3107/8295/4775/6416/1147/3551/3111/119504/1029/2002/6929/3109/51529/7850/4089/2648/5925/84699/7046/4214/113/5602/5601/5599/8850/811/5293/8498/64764/3560/112/4055/4776",43,"UP000001874",0.0248320130631293,1.60498807195688,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"137","hsa0451021","hsa04510","Focal adhesion","40/1091","203/8661",0.00239810718055143,0.0248320130631293,0.0206017357106795,"1278/5170/5829/1277/1282/1286/5295/7060/1297/1285/25759/1729/7408/1280/7148/1299/1284/3915/3911/673/5894/3913/2002/2064/3909/3691/1956/22798/1291/7791/5602/5601/5599/5293/3918/7422/1287/1292/3480/3678",40,"UP000001874",0.0248320130631293,1.60498807195688,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"138","hsa0402219","hsa04022","cGMP-PKG signaling pathway","34/1091","166/8661",0.00256445697142033,0.0249451723583614,0.0206956176640939,"3667/8660/3778/5592/6722/5532/5138/150/2977/8471/7408/23236/4775/146/2768/5894/152/778/10335/1258/4209/84699/779/5140/113/2626/776/775/2982/64764/5139/112/147/4776",34,"UP000001874",0.0249451723583614,1.60301349096206,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"139","hsa0472218","hsa04722","Neurotrophin signaling pathway","26/1091","119/8661",0.00316515265668108,0.0295478626876102,0.0245142130184141,"3667/9252/5170/10603/356/5295/4790/25759/673/5894/3551/2309/10019/4793/3654/4214/6196/6195/6197/5602/5601/5599/4914/5293/5598/9261",26,"UP000001874",0.0295478626876102,1.52947392786385,NA,"Not Found",NA,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"140","hsa0516120","hsa05161","Hepatitis B","33/1091","162/8661",0.0032217295765307,0.0295478626876102,0.0245142130184141,"3339/356/5295/1654/4790/4775/6885/673/369/5894/6416/1147/3551/3654/2002/64135/148022/4089/5925/84699/7046/4214/9641/29110/5602/5601/5599/57506/5293/64764/836/537/4776",33,"UP000001874",0.0295478626876102,1.52947392786385,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"141","hsa0521516","hsa05215","Prostate cancer","22/1091","97/8661",0.00395297446898687,0.0342947244471563,0.0284524193642582,"5170/367/5295/2308/4790/2475/673/369/5894/1147/3551/83439/2260/2064/7850/1956/5925/84699/5293/64764/3480/6692",22,"UP000001874",0.0342947244471563,1.46477268228094,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"142","hsa0521713","hsa05217","Basal cell carcinoma","16/1091","63/8661",0.00411579536596575,0.0347676398019738,0.02884477084735,"374654/8325/8324/7476/324/6469/7482/54361/83439/10297/1856/8321/80326/2736/51684/2737",16,"UP000001874",0.0347676398019738,1.458824790357,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"143","hsa0521015","hsa05210","Colorectal cancer","20/1091","86/8661",0.00433387432966668,0.0356711194826411,0.0295943375278183,"6198/5295/324/5900/2475/673/369/5894/4437/83439/10297/1956/4089/7046/6199/5602/5601/5599/5293/836",20,"UP000001874",0.0356711194826411,1.44768326079048,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"144","hsa0491214","hsa04912","GnRH signaling pathway","21/1091","93/8661",0.00507094617868598,0.040694343083955,0.033761825873883,"10746/2778/1958/4216/23236/5894/6416/778/2002/1956/779/4214/113/5602/5601/5599/776/775/112/5598/4313",21,"UP000001874",0.040694343083955,1.39046595780605,NA,"Not Found",TRUE,"Human herpesvirus 2 (strain HG52)","HHV2H","Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)","Herpesviridae"
"145","hsa0031022","hsa00310","Lysine degradation","15/433","63/8661",3.19638642897406e-07,9.71701474408114e-05,9.35363607636619e-05,"84787/7799/224/2146/9757/4297/8085/9739/1892/23067/3033/84444/58508/10919/10157",15,"UP000009295",9.71701474408114e-05,4.01246713829432,NA,"Not Found",TRUE,"Human herpesvirus 6A","HHV6U","Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)","Herpesviridae"
"146","hsa0523115","hsa05231","Choline metabolism in cancer","17/433","98/8661",5.99807702230767e-06,0.000911707707390766,0.000877613374842911,"204962/6583/8936/5295/5170/5900/6199/6198/5156/139189/10163/10810/7454/8527/8611/5155/1119",17,"UP000009295",0.000911707707390766,3.04014437374802,NA,"Not Found",TRUE,"Human herpesvirus 6A","HHV6U","Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)","Herpesviridae"
"147","hsa0401520","hsa04015","Rap1 signaling pathway","23/433","210/8661",0.000318951849350762,0.0323204540675439,0.0311117944278989,"5909/108/55740/5295/2247/2889/260425/7010/9863/2250/25865/5900/2771/83660/9564/2255/5156/2324/9732/26037/5155/7408/2902",23,"UP000009295",0.0323204540675439,1.49052254648521,NA,"Not Found",TRUE,"Human herpesvirus 6A","HHV6U","Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)","Herpesviridae"
"148","hsa0493013","hsa04930","Type II diabetes mellitus","12/582","46/8661",3.55052162190703e-05,0.0106515648657211,0.00930610404057736,"776/5601/5602/2475/6833/5295/8471/774/9370/8913/5296/775",12,"UP000000942",0.0106515648657211,1.97258658352827,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"149","hsa0406117","hsa04061","Viral protein interaction with cytokine and cytokine receptor","18/582","100/8661",0.000102178119016805,0.0153267178525207,0.0133907113869391,"6362/6359/6349/414062/6348/9560/388372/6368/8794/6387/6367/6355/6375/6846/6351/6358/10344/4055",18,"UP000000942",0.0153267178525207,1.81455083739296,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"150","hsa0031024","hsa00310","Lysine degradation","13/582","63/8661",0.000229800979481843,0.0196609951327967,0.0171775010107592,"7799/10919/23067/9739/55870/8085/7468/9757/63976/84444/8985/51111/9869",13,"UP000000942",0.0196609951327967,1.70639450431951,0.0429343198485091,"Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"151","hsa0308226","hsa03082","ATP-dependent chromatin remodeling","19/582","117/8661",0.000270770106754909,0.0196609951327967,0.0171775010107592,"29994/57492/53615/9031/57634/6595/1107/115482686/6597/7528/2186/10847/29998/10933/8110/1108/27443/8295/11177",19,"UP000000942",0.0196609951327967,1.70639450431951,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"152","hsa0493527","hsa04935","Growth hormone synthesis, secretion and action","19/582","120/8661",0.000377621587148865,0.0196609951327967,0.0171775010107592,"778/5331/5330/776/3479/6753/6654/5601/5602/5600/2475/6751/9586/2692/5295/8471/6774/5296/775",19,"UP000000942",0.0196609951327967,1.70639450431951,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"153","hsa0406220","hsa04062","Chemokine signaling pathway","26/582","192/8661",0.000458756553098589,0.0196609951327967,0.0171775010107592,"5331/23533/5330/6362/6359/6349/414062/6348/6654/5970/9560/388372/6368/6387/6367/56288/5295/6355/6375/6846/6351/6358/57580/6774/10344/5296",26,"UP000000942",0.0196609951327967,1.70639450431951,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"154","hsa0492915","hsa04929","GnRH secretion","12/582","64/8661",0.000985648419629108,0.0366748497256176,0.0320422371286975,"778/5331/5330/776/8911/57657/5295/3782/2852/8913/5296/775",12,"UP000000942",0.0366748497256176,1.43563165699303,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"155","hsa0308319","hsa03083","Polycomb repressive complex","14/582","84/8661",0.00130003750479911,0.0390011251439733,0.0340746672310504,"3720/121536/22992/84108/64319/221937/84456/1911/7528/8314/57666/114785/6015/22955",14,"UP000000942",0.0390011251439733,1.40892286382554,NA,"Not Found",TRUE,"Human herpesvirus 8 type P","HHV8P","Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)","Herpesviridae"
"156","hsa0402025","hsa04020","Calcium signaling pathway","29/456","253/8661",5.99811416091594e-05,0.0183542293324028,0.0164790294315691,"6547/5024/57105/108/8912/5153/2255/2250/1956/2247/3707/93129/84876/80228/8913/4775/147/4773/3706/5156/2324/5027/773/2064/3791/4915/4916/2911/5582",29,"UP000006930",0.0183542293324028,1.7362638461756,NA,"Not Found",TRUE,"Human herpesvirus 6B (strain Z29)","HHV6Z","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)","Herpesviridae"
"157","hsa0493424","hsa04934","Cushing syndrome","20/456","155/8661",0.00017279648864989,0.0264378627634331,0.0237367808092743,"8085/4297/1857/108/8325/6934/112/111/673/8912/324/1956/3164/468/84876/5151/2771/8913/2773/1856",20,"UP000006930",0.0264378627634331,1.57777365612906,NA,"Not Found",TRUE,"Human herpesvirus 6B (strain Z29)","HHV6Z","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)","Herpesviridae"
"158","hsa0401523","hsa04015","Rap1 signaling pathway","24/456","210/8661",0.000269503008698248,0.0274893068872213,0.0246808018492079,"57568/3689/108/112/111/5909/26037/5900/673/2255/2250/25865/2889/1956/2247/7010/2771/83660/2773/5156/2324/9223/3791/5582",24,"UP000006930",0.0274893068872213,1.56083621027839,NA,"Not Found",TRUE,"Human herpesvirus 6B (strain Z29)","HHV6Z","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)","Herpesviridae"
"159","hsa0492817","hsa04928","Parathyroid hormone synthesis, secretion and action","15/456","106/8661",0.000409149328285364,0.0312999236138304,0.0281020986006527,"4326/108/112/111/5144/673/1956/4205/468/5141/2771/2773/860/5582/6257",15,"UP000006930",0.0312999236138304,1.50445672232999,NA,"Not Found",TRUE,"Human herpesvirus 6B (strain Z29)","HHV6Z","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)","Herpesviridae"
"160","hsa0401029","hsa04010","MAPK signaling pathway","30/456","301/8661",0.000541698609156041,0.0331519548803497,0.0297649130504688,"115727/7040/994/9448/9252/4214/8986/673/8912/2255/2250/1849/1956/84451/3164/2247/468/7010/8913/4775/6196/5156/2324/6788/773/2064/3791/23162/4915/5582",30,"UP000006930",0.0331519548803497,1.47949085734317,NA,"Not Found",TRUE,"Human herpesvirus 6B (strain Z29)","HHV6Z","Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)","Herpesviridae"
"161","hsa0401082","hsa04010","MAPK signaling pathway","35/413","301/8661",7.85493469890602e-07,0.00022229465197904,0.00019844045555131,"1969/4215/3551/5058/5062/11184/783/9064/10746/4217/1147/673/4214/7010/1616/123745/4294/4293/369/5894/51135/84451/8912/9252/3791/5598/8986/7786/9175/4216/6416/929/5609/3312/3305",35,"UP000002602",0.00022229465197904,3.65307098554181,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
"162","hsa0472248","hsa04722","Neurotrophin signaling pathway","17/413","119/8661",4.49743535580234e-05,0.0063638710284603,0.00568097097575032,"5296/4215/3551/814/4217/673/4214/9500/5894/51135/9252/4792/5598/3656/572/5170/5609",17,"UP000002602",0.0063638710284603,2.19627863043897,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
"163","hsa0522126","hsa05221","Acute myeloid leukemia","11/413","67/8661",0.000291080219349164,0.015727122641463,0.0140394622799,"5296/3684/3551/5292/11040/1147/673/369/5894/572/929",11,"UP000002602",0.015727122641463,1.80335072653376,NA,"Not Found",TRUE,"Varicella-zoster virus","VZVD","Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)","Herpesviridae"
