"","viral_id","Proteome.ID","Pathogen","smooth_curve","mean","percent_of_protein"
"1516","Q5Y0P4","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",6.32460732984293,24.3941841680129
"1517","Q5Y0P5","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.68965517241379,26.5116279069767
"1518","Q5Y0P6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,3.91061452513966
"1519","Q5Y0P7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.82278481012658,14.6292585170341
"1520","Q5Y0P8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.30769230769231,4.02476780185759
"1521","Q5Y0P9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.53125,6.14203454894434
"1522","Q5Y0Q0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",3.1,13.3640552995392
"1523","Q5Y0Q1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.08,7.02247191011236
"1524","Q5Y0Q2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,4.54545454545455
"1525","Q5Y0Q3","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",5.5625,6.06060606060606
"1526","Q5Y0Q4","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.90322580645161,6.49895178197065
"1527","Q5Y0Q5","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.17721518987342,11.9155354449472
"1528","Q5Y0Q6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.60606060606061,9.41704035874439
"1529","Q5Y0Q7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.26923076923077,15.9509202453988
"1530","Q5Y0Q8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.41379310344828,6.40176600441501
"1531","Q5Y0Q9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.03076923076923,16.4864864864865
"1532","Q5Y0R0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.47169811320755,11.943793911007
"1533","Q5Y0R1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.18421052631579,7.39957716701903
"1534","Q5Y0R2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.23529411764706,4.77707006369427
"1535","Q5Y0R3","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",4.36065573770492,5.39419087136929
"1536","Q5Y0R4","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.51351351351351,8.03571428571429
"1537","Q5Y0R5","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.50625,12.6865671641791
"1538","Q5Y0R6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.33586337760911,15.822164105917
"1539","Q5Y0R7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,1.94174757281553
"1540","Q5Y0R8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.68965517241379,10.1960784313725
"1541","Q5Y0R9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,4.03225806451613
"1542","Q5Y0S0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.93243243243243,11.5716753022453
"1543","Q5Y0S1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,5.46075085324232
"1544","Q5Y0S2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",6.27472527472527,6.25514403292181
"1545","Q5Y0S3","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.09090909090909,3.71308016877637
"1546","Q5Y0S4","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.76190476190476,8.15006468305304
"1547","Q5Y0S5","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",6.6,6.63615560640732
"1548","Q5Y0S6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.07142857142857,19.5729537366548
"1549","Q5Y0S7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.8375,13.0360205831904
"1550","Q5Y0S8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",4.6875,10.0706713780919
"1551","Q5Y0S9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.80952380952381,8.43373493975904
"1552","Q5Y0T0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.52,6.81198910081744
"1553","Q5Y0T1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.47959183673469,11.5023474178404
"1554","Q5Y0T2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",3.44444444444444,5.04854368932039
"1555","Q5Y0T6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",8.70909090909091,13.4393063583815
"1556","Q5Y0T7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.33333333333333,7.97720797720798
"1557","Q5Y0T8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.05,2.76243093922652
"1558","Q5Y0T9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.31578947368421,8.86699507389163
"1559","Q5Y0U0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.27272727272727,4.37375745526839
"1560","Q5Y0U1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.66071428571429,8.94039735099338
"1561","Q5Y0U2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.6,13.1578947368421
"1562","Q5Y0U3","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.32352941176471,7.74487471526196
"1563","Q5Y0U4","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.51219512195122,4.60829493087558
"1564","Q5Y0U5","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",4.48888888888889,16.7336010709505
"1565","Q5Y0U6","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,3.85964912280702
"1566","Q5Y0U7","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.18518518518519,8.095952023988
"1567","Q5Y0U8","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.33333333333333,5.78703703703704
"1568","Q5Y0U9","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.08695652173913,11.9170984455959
"1569","Q5Y0V0","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",2.23809523809524,8.7962962962963
"1570","Q5Y0V1","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1,2.91666666666667
"1571","Q5Y0V2","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.125,7.23981900452489
"1572","Q64HX0","UP000000667","Sapovirus aka Sapporo virus","Other",1.11111111111111,5.80645161290323
"1573","Q64HX1","UP000000667","Sapovirus aka Sapporo virus","Other",1,0.545454545454546
"1574","Q64HX2","UP000000667","Sapovirus aka Sapporo virus","Other",3.31578947368421,1.49779735682819
"1575","Q65900","UP000007757","Coxsackievirus A16","Other",1.07692307692308,1.78735105407883
"1576","Q65ZG0","UP000002602","Varicella-zoster virus","Herpesviridae",1.25,5.26315789473684
"1577","Q66431","UP000000278","Dugbe virus","Other",1.08333333333333,2.38509316770186
"1578","Q66765","UP000002319","Encephalomyocarditis virus","Other",1.14285714285714,2.41122314774222
"1579","Q67726","UP000001650","Human astrovirus-1","Other",1.48484848484848,2.17543859649123
"1580","Q69027","UP000008591","Hepatitis B virus genotype C subtype ayr","Other",1.54545454545455,7.69230769230769
"1581","Q69028","UP000008591","Hepatitis B virus genotype C subtype ayr","Other",1,1.80288461538462
"1582","Q69091","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.23076923076923,3.39425587467363
"1583","Q69368","UP000137988","Cercopithecine alphaherpesvirus 2","Herpesviridae",1.15384615384615,13.6842105263158
"1584","Q69467","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1,1.83246073298429
"1585","Q69492","UP000009246","Human herpesvirus 7","Herpesviridae",1.16666666666667,7.7120822622108
"1586","Q69493","UP000009246","Human herpesvirus 7","Herpesviridae",1,1.14942528735632
"1587","Q69495","UP000009246","Human herpesvirus 7","Herpesviridae",1,2.51177394034537
"1588","Q69496","UP000009246","Human herpesvirus 7","Herpesviridae",1,1.05263157894737
"1589","Q69497","UP000009246","Human herpesvirus 7","Herpesviridae",1,1.88087774294671
"1590","Q69498","UP000009246","Human herpesvirus 7","Herpesviridae",1,7.79220779220779
"1591","Q69500","UP000009246","Human herpesvirus 7","Herpesviridae",1.4,1.76056338028169
"1592","Q69501","UP000009246","Human herpesvirus 7","Herpesviridae",1,0.955414012738854
"1593","Q69504","UP000009246","Human herpesvirus 7","Herpesviridae",1,5.625
"1594","Q69505","UP000009246","Human herpesvirus 7","Herpesviridae",1,2.8169014084507
"1595","Q69506","UP000009246","Human herpesvirus 7","Herpesviridae",1,0.943396226415094
"1596","Q69507","UP000009246","Human herpesvirus 7","Herpesviridae",1.4,6.32911392405063
"1597","Q69508","UP000009246","Human herpesvirus 7","Herpesviridae",1,1.0752688172043
"1598","Q69509","UP000009246","Human herpesvirus 7","Herpesviridae",1,4.51612903225806
"1599","Q69510","UP000009246","Human herpesvirus 7","Herpesviridae",1,4.22535211267606
"1600","Q69511","UP000009246","Human herpesvirus 7","Herpesviridae",5,9.54773869346734
"1601","Q69513","UP000009246","Human herpesvirus 7","Herpesviridae",10.9565217391304,5.86264656616415
"1602","Q69514","UP000009246","Human herpesvirus 7","Herpesviridae",1.1,1.86741363211951
"1603","Q69515","UP000009246","Human herpesvirus 7","Herpesviridae",1,3.75
"1604","Q69516","UP000009246","Human herpesvirus 7","Herpesviridae",1,1.92307692307692
"1605","Q69518","UP000009246","Human herpesvirus 7","Herpesviridae",1,3.01399354144241
"1606","Q69519","UP000009246","Human herpesvirus 7","Herpesviridae",1,3.79746835443038
"1607","Q69521","UP000009246","Human herpesvirus 7","Herpesviridae",1,3.19148936170213
"1608","Q69523","UP000009246","Human herpesvirus 7","Herpesviridae",2.7,12.6582278481013
"1609","Q69524","UP000009246","Human herpesvirus 7","Herpesviridae",2,5.67375886524823
"1610","Q69535","UP000006930","Human herpesvirus 6B (strain Z29)","Herpesviridae",1.07142857142857,1.65289256198347
"1611","Q69545","UP000009295","Human herpesvirus 6A","Herpesviridae",1.15,6.12903225806452
"1612","Q69546","UP000009295","Human herpesvirus 6A","Herpesviridae",1,4.22535211267606
"1613","Q69549","UP000009295","Human herpesvirus 6A","Herpesviridae",1.5,3.67892976588629
"1614","Q69551","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.619195046439629
"1615","Q69553","UP000009295","Human herpesvirus 6A","Herpesviridae",1.125,2.83687943262411
"1616","Q69554","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.793650793650794
"1617","Q69555","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.94647201946472
"1618","Q69556","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.23696682464455
"1619","Q69557","UP000009295","Human herpesvirus 6A","Herpesviridae",1.33333333333333,1.57068062827225
"1620","Q69558","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.77777777777778
"1621","Q69559","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.31578947368421
"1622","Q69560","UP000009295","Human herpesvirus 6A","Herpesviridae",1,6.49350649350649
"1623","Q69561","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.05263157894737
"1624","Q69562","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.961538461538462
"1625","Q69566","UP000009295","Human herpesvirus 6A","Herpesviridae",1.09859154929577,16.6666666666667
"1626","Q69567","UP000009295","Human herpesvirus 6A","Herpesviridae",2.10714285714286,2.79569892473118
"1627","Q69569","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.970873786407767
"1628","Q69572","UP000009295","Human herpesvirus 6A","Herpesviridae",1,2.53411306042885
"1629","Q69577","UP000009295","Human herpesvirus 6A","Herpesviridae",1,4.54545454545455
"1630","Q6F6K2","UP000002602","Varicella-zoster virus","Herpesviridae",1,4.23728813559322
"1631","Q6I7B9","UP000008286","Influenza C virus","Other",1,2.75482093663912
"1632","Q6I7C0","UP000008286","Influenza C virus","Other",1,1.26353790613718
"1633","Q6I7C2","UP000008286","Influenza C virus","Other",1,1.86246418338109
"1634","Q6I7C3","UP000008286","Influenza C virus","Other",1.15384615384615,1.74966352624495
"1635","Q6I7C4","UP000008286","Influenza C virus","Other",1,1.31061598951507
"1636","Q6IVU0","UP000233900","Machupo virus","Other",1.03571428571429,1.27388535031847
"1637","Q6IVU5","UP000127886","Junin mammarenavirus","Other",1,1.20481927710843
"1638","Q6RJQ3","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.125,2.44648318042813
"1639","Q6SVX2","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",22.3815789473684,8.23680823680824
"1640","Q6SVZ0","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.27777777777778,6.04026845637584
"1641","Q6SVZ5","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.2,2.45098039215686
"1642","Q6SW00","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,4.09356725146199
"1643","Q6SW03","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",10.8181818181818,7.58620689655172
"1644","Q6SW04","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",21.0864197530864,8.25358851674641
"1645","Q6SW05","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.33333333333333,3.34394904458599
"1646","Q6SW10","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2.55555555555556,6.50406504065041
"1647","Q6SW14","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.20833333333333,16.5354330708661
"1648","Q6SW29","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",20.4444444444444,7.0298769771529
"1649","Q6SW31","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2.66666666666667,1.57894736842105
"1650","Q6SW34","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.93939393939394,10.2649006622517
"1651","Q6SW37","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",26.2819383259912,21.3967310549777
"1652","Q6SW43","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.92857142857143,3.61111111111111
"1653","Q6SW46","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",5.08571428571429,4.45402298850575
"1654","Q6SW48","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",30.9418604651163,12.2605363984674
"1655","Q6SW50","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.60869565217391,3.9451114922813
"1656","Q6SW55","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2.7843137254902,5.05376344086022
"1657","Q6SW59","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,2.72727272727273
"1658","Q6SW62","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",7.28947368421053,14.3472022955524
"1659","Q6SW63","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.1,3.52112676056338
"1660","Q6SW65","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.875,6.4
"1661","Q6SW66","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.30555555555556,11.4649681528662
"1662","Q6SW67","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.11111111111111,3.69357045143639
"1663","Q6SW70","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.05263157894737,5.03978779840849
"1664","Q6SW73","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",4.54054054054054,9.02872777017784
"1665","Q6SW77","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.40845070422535,5.52396425670187
"1666","Q6SW79","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.42105263157895,5.32724505327245
"1667","Q6SW81","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.93650793650794,13.6950904392765
"1668","Q6SW82","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2,5.00894454382826
"1669","Q6SW84","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.46846846846847,4.75336322869955
"1670","Q6SW85","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.13513513513514,3.80658436213992
"1671","Q6SW87","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.04545454545455,2.45810055865922
"1672","Q6SW89","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,3.88349514563107
"1673","Q6SW92","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.28571428571429,3.33333333333333
"1674","Q6SW94","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",15.7,5.45073375262055
"1675","Q6SW98","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.35714285714286,3.24189526184539
"1676","Q6SW99","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2.82258064516129,10.9826589595376
"1677","Q6SWA0","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.13157894736842,5.82191780821918
"1678","Q6SWA3","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.02941176470588,4.35413642960813
"1679","Q6SWA4","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.30434782608696,3.85259631490787
"1680","Q6SWB7","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",2.22222222222222,5.06329113924051
"1681","Q6SWB8","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.18518518518519,5.84415584415584
"1682","Q6SWB9","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",3.6,13.0268199233716
"1683","Q6SWC0","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,3.29218106995885
"1684","Q6SWC3","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.14285714285714,3.3175355450237
"1685","Q6SWC4","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,0.743494423791822
"1686","Q6SWC5","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.25,5.16129032258065
"1687","Q6SWC6","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,2.89855072463768
"1688","Q6SWC7","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1,4.16666666666667
"1689","Q6SWC8","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.14285714285714,6.76328502415459
"1690","Q6SWC9","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.08333333333333,4.25531914893617
"1691","Q6SWD0","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.04545454545455,5.4590570719603
"1692","Q6SWD1","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.25,1.79372197309417
"1693","Q6SWD5","UP000000938","Human cytomegalovirus (Merlin)","Herpesviridae",1.4,3.01003344481605
"1694","Q6TQR6","UP000008767","Crimean-Congo hemorrhagic fever virus","Other",1.54545454545455,3.02491103202847
"1695","Q6TUM3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.619195046439629
"1696","Q6TUM4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,3.15789473684211
"1697","Q6TUM5","UP000008596","Yaba monkey tumor virus","Poxviridae",2.83333333333333,8.38926174496644
"1698","Q6TUM6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.75423728813559
"1699","Q6TUM7","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.617283950617284
"1700","Q6TUM8","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.289855072463768
"1701","Q6TUM9","UP000008596","Yaba monkey tumor virus","Poxviridae",1.97619047619048,11.9496855345912
"1702","Q6TUN0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.16731517509728
"1703","Q6TUN1","UP000008596","Yaba monkey tumor virus","Poxviridae",1.14285714285714,5.77777777777778
"1704","Q6TUN2","UP000008596","Yaba monkey tumor virus","Poxviridae",1.35185185185185,15.1006711409396
"1705","Q6TUN4","UP000008596","Yaba monkey tumor virus","Poxviridae",1.16666666666667,3.27868852459016
"1706","Q6TUN5","UP000008596","Yaba monkey tumor virus","Poxviridae",1.14285714285714,2.13414634146341
"1707","Q6TUN6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.699300699300699
"1708","Q6TUN7","UP000008596","Yaba monkey tumor virus","Poxviridae",1.14705882352941,1.80467091295117
"1709","Q6TUN8","UP000008596","Yaba monkey tumor virus","Poxviridae",1,9.45945945945946
"1710","Q6TUP0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.36220472440945
"1711","Q6TUP1","UP000008596","Yaba monkey tumor virus","Poxviridae",2.33333333333333,1.17647058823529
"1712","Q6TUP2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.17647058823529
"1713","Q6TUP3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.96078431372549
"1714","Q6TUP4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.82481751824817
"1715","Q6TUP5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.20994475138122
"1716","Q6TUP6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.628930817610063
"1717","Q6TUP8","UP000008596","Yaba monkey tumor virus","Poxviridae",2.5,4.52674897119342
"1718","Q6TUQ1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.3840830449827
"1719","Q6TUQ2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.719424460431655
"1720","Q6TUQ3","UP000008596","Yaba monkey tumor virus","Poxviridae",1.05555555555556,1.561144839549
"1721","Q6TUQ4","UP000008596","Yaba monkey tumor virus","Poxviridae",1.2,1.34770889487871
"1722","Q6TUQ7","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.01010101010101
"1723","Q6TUQ9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.428265524625268
"1724","Q6TUR0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.12359550561798
"1725","Q6TUR1","UP000008596","Yaba monkey tumor virus","Poxviridae",1.11111111111111,2.43243243243243
"1726","Q6TUR5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.75438596491228
"1727","Q6TUR7","UP000008596","Yaba monkey tumor virus","Poxviridae",1.8,1.65016501650165
"1728","Q6TUR8","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.01010101010101
"1729","Q6TUS0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.357142857142857
"1730","Q6TUS1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.38888888888889
"1731","Q6TUS2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.94805194805195
"1732","Q6TUS3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.45985401459854
"1733","Q6TUS4","UP000008596","Yaba monkey tumor virus","Poxviridae",1.125,1.23839009287926
"1734","Q6TUS6","UP000008596","Yaba monkey tumor virus","Poxviridae",1.5,0.938967136150235
"1735","Q6TUS7","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.714285714285714
"1736","Q6TUS8","UP000008596","Yaba monkey tumor virus","Poxviridae",1.11111111111111,1.66051660516605
"1737","Q6TUS9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.76211453744493
"1738","Q6TUT1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.671140939597315
"1739","Q6TUT2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.29032258064516
"1740","Q6TUT3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.480769230769231
"1741","Q6TUT4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.427350427350427
"1742","Q6TUT5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.8169014084507
"1743","Q6TUT6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.60313630880579
"1744","Q6TUT8","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.328947368421053
"1745","Q6TUT9","UP000008596","Yaba monkey tumor virus","Poxviridae",1.2,2.9585798816568
"1746","Q6TUU0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.89058524173028
"1747","Q6TUU1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.970873786407767
"1748","Q6TUU3","UP000008596","Yaba monkey tumor virus","Poxviridae",4.22222222222222,4.43037974683544
"1749","Q6TUU4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.72684458398744
"1750","Q6TUU6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.72413793103448
"1751","Q6TUU7","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.17391304347826
"1752","Q6TUU8","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.7027027027027
"1753","Q6TUU9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,3.30578512396694
"1754","Q6TUV0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.829875518672199
"1755","Q6TUV1","UP000008596","Yaba monkey tumor virus","Poxviridae",2.33333333333333,0.986842105263158
"1756","Q6TUV3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.423728813559322
"1757","Q6TUV4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.55763239875389
"1758","Q6TUV6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.8169014084507
"1759","Q6TUV7","UP000008596","Yaba monkey tumor virus","Poxviridae",1.25,2.35294117647059
"1760","Q6TUV9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.4018691588785
"1761","Q6TUW1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.4218009478673
"1762","Q6TUW2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1
"1763","Q6TUW3","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.865051903114187
"1764","Q6TUW4","UP000008596","Yaba monkey tumor virus","Poxviridae",1.2,1.49925037481259
"1765","Q6TUW5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.15311004784689
"1766","Q6TUW6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.60427807486631
"1767","Q6TUW9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,3.2258064516129
"1768","Q6TUX0","UP000008596","Yaba monkey tumor virus","Poxviridae",1.375,2.69360269360269
"1769","Q6TUX1","UP000008596","Yaba monkey tumor virus","Poxviridae",1,4.3859649122807
"1770","Q6TUX3","UP000008596","Yaba monkey tumor virus","Poxviridae",1.1,1.00502512562814
"1771","Q6TUX4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.389105058365759
"1772","Q6TUX5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.43884892086331
"1773","Q6TUX6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.51057401812689
"1774","Q6TUX7","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.69491525423729
"1775","Q6TUX9","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.19225037257824
"1776","Q6TUY0","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.30718954248366
"1777","Q6TUY2","UP000008596","Yaba monkey tumor virus","Poxviridae",1,1.47058823529412
"1778","Q6TUY4","UP000008596","Yaba monkey tumor virus","Poxviridae",1,2.12765957446809
"1779","Q6TUY5","UP000008596","Yaba monkey tumor virus","Poxviridae",1,3.63128491620112
"1780","Q6TUY6","UP000008596","Yaba monkey tumor virus","Poxviridae",1,0.793650793650794
"1781","Q6TUY7","UP000008596","Yaba monkey tumor virus","Poxviridae",4.4,2.30414746543779
