"","query_seqname","mismatches","count","Proteome ID","PLength"
"1","sp|D5SGZ8|AAP_AAV2S",2,5,"UP000180764",204
"2338","sp|Q9WT27|NEC1_HHV6Z",2,3,"UP000006930",264
"2339","sp|Q9WT35|TRX1_HHV6Z",2,3,"UP000006930",299
"2340","sp|Q9WT39|VU25_HHV6Z",2,1,"UP000006930",316
"2341","sp|Q9WT45|UL38_HHV6Z",1,1,"UP000006930",389
"2342","sp|Q9WT45|UL38_HHV6Z",2,5,"UP000006930",389
"2343","sp|Q9WT46|U18_HHV6Z",1,2,"UP000006930",294
"2344","sp|Q9WT46|U18_HHV6Z",2,9,"UP000006930",294
"2345","sp|Q9WT54|U10_HHV6Z",1,2,"UP000006930",503
"2346","sp|Q9WT54|U10_HHV6Z",2,10,"UP000006930",503
"2347","sp|P04578|ENV_HV1H2",1,6,"UP000002241",856
"2348","sp|P04578|ENV_HV1H2",2,29,"UP000002241",856
"2349","sp|P04578|ENV_HV1H2",3,3,"UP000002241",856
"2350","sp|P04585|POL_HV1H2",1,8,"UP000002241",1435
"2351","sp|P04585|POL_HV1H2",2,34,"UP000002241",1435
"2352","sp|P04591|GAG_HV1H2",1,3,"UP000002241",500
"2353","sp|P04591|GAG_HV1H2",2,23,"UP000002241",500
"2354","sp|P04601|NEF_HV1H2",1,4,"UP000002241",206
"2355","sp|P04601|NEF_HV1H2",2,11,"UP000002241",206
"2356","sp|P04608|TAT_HV1H2",2,1,"UP000002241",86
"2357","sp|P69723|VIF_HV1H2",2,8,"UP000002241",192
"2358","sp|P69723|VIF_HV1H2",3,1,"UP000002241",192
"2359","sp|P69726|VPR_HV1H2",1,2,"UP000002241",96
"2360","sp|P18092|NEF_HV2BE",1,1,"UP000002242",257
"2361","sp|P18092|NEF_HV2BE",2,3,"UP000002242",257
"2362","sp|P18093|REV_HV2BE",2,8,"UP000002242",103
"2363","sp|P18094|ENV_HV2BE",2,15,"UP000002242",860
"2364","sp|P18094|ENV_HV2BE",3,7,"UP000002242",860
"2365","sp|P18095|GAG_HV2BE",1,5,"UP000002242",521
"2366","sp|P18095|GAG_HV2BE",2,16,"UP000002242",521
"2367","sp|P18096|POL_HV2BE",1,10,"UP000002242",1550
"2368","sp|P18096|POL_HV2BE",2,44,"UP000002242",1550
"2369","sp|P18096|POL_HV2BE",3,2,"UP000002242",1550
"2370","sp|P18097|VIF_HV2BE",1,1,"UP000002242",215
"2371","sp|P18097|VIF_HV2BE",2,13,"UP000002242",215
"2372","sp|P18098|TAT_HV2BE",1,2,"UP000002242",130
"2373","sp|P18098|TAT_HV2BE",2,1,"UP000002242",130
"2374","sp|P18100|VPR_HV2BE",1,4,"UP000002242",87
"2375","sp|P18100|VPR_HV2BE",2,9,"UP000002242",87
"2376","sp|P03099|VL1_HPV1",2,10,"UP000006372",508
"2377","sp|P03099|VL1_HPV1",3,2,"UP000006372",508
"2378","sp|P03105|VL2_HPV1",2,5,"UP000006372",507
"2379","sp|P03111|VE1_HPV1",2,4,"UP000006372",612
"2380","sp|P03118|VE2_HPV1",2,6,"UP000006372",401
"2381","sp|P06465|VE7_HPV1",2,4,"UP000006372",93
"2382","sp|P06929|VE6_HPV1",2,9,"UP000006372",140
"2383","sp|P06929|VE6_HPV1",3,1,"UP000006372",140
"2384","sp|P25481|VE1_HPV2A",1,5,"UP000007710",643
"2385","sp|P25481|VE1_HPV2A",2,8,"UP000007710",643
"2386","sp|P25482|VE2_HPV2A",2,3,"UP000007710",391
"2387","sp|P25483|VE4_HPV2A",1,5,"UP000007710",113
"2388","sp|P25483|VE4_HPV2A",2,4,"UP000007710",113
"2389","sp|P25484|VE6_HPV2A",1,3,"UP000007710",153
"2390","sp|P25484|VE6_HPV2A",2,31,"UP000007710",153
"2391","sp|P25484|VE6_HPV2A",3,4,"UP000007710",153
"2392","sp|P25486|VL1_HPV2A",2,4,"UP000007710",510
"2393","sp|P25486|VL1_HPV2A",3,1,"UP000007710",510
"2394","sp|P03101|VL1_HPV16",1,1,"UP000009251",505
"2395","sp|P03101|VL1_HPV16",2,20,"UP000009251",505
"2396","sp|P03101|VL1_HPV16",3,2,"UP000009251",505
"2397","sp|P03114|VE1_HPV16",2,7,"UP000009251",649
"2398","sp|P03114|VE1_HPV16",3,1,"UP000009251",649
"2399","sp|P03120|VE2_HPV16",1,1,"UP000009251",365
"2400","sp|P03120|VE2_HPV16",2,34,"UP000009251",365
"2401","sp|P03120|VE2_HPV16",3,3,"UP000009251",365
"2402","sp|P03126|VE6_HPV16",1,3,"UP000009251",158
"2403","sp|P03126|VE6_HPV16",2,5,"UP000009251",158
"2404","sp|P03129|VE7_HPV16",1,1,"UP000009251",98
"2405","sp|P03129|VE7_HPV16",2,1,"UP000009251",98
"2406","sp|P0DKA0|VE8E2_HPV16",1,1,"UP000009251",177
"2407","sp|P0DKA0|VE8E2_HPV16",2,11,"UP000009251",177
"2408","sp|P06463|VE6_HPV18",2,4,"UP000009109",158
"2409","sp|P06788|VE7_HPV18",1,1,"UP000009109",105
"2410","sp|P06789|VE1_HPV18",0,1,"UP000009109",657
"2411","sp|P06789|VE1_HPV18",1,5,"UP000009109",657
"2412","sp|P06789|VE1_HPV18",2,29,"UP000009109",657
"2413","sp|P06789|VE1_HPV18",3,4,"UP000009109",657
"2414","sp|P06793|VL2_HPV18",0,1,"UP000009109",462
"2415","sp|P06793|VL2_HPV18",1,1,"UP000009109",462
"2416","sp|P06794|VL1_HPV18",2,7,"UP000009109",568
"2417","sp|P06794|VL1_HPV18",3,2,"UP000009109",568
"2418","tr|O57310|O57310_9MONO",2,5,"UP000109776",575
"2419","tr|O57310|O57310_9MONO",3,1,"UP000109776",575
"2420","tr|Q8QT26|Q8QT26_9MONO",1,3,"UP000109776",2223
"2421","tr|Q8QT26|Q8QT26_9MONO",2,39,"UP000109776",2223
"2422","tr|Q8QT26|Q8QT26_9MONO",3,2,"UP000109776",2223
"2423","tr|Q8QT27|Q8QT27_9MONO",1,1,"UP000109776",348
"2424","tr|Q8QT27|Q8QT27_9MONO",2,7,"UP000109776",348
"2425","tr|Q8QT27|Q8QT27_9MONO",3,1,"UP000109776",348
"2426","tr|Q8QT28|Q8QT28_9MONO",2,1,"UP000109776",175
"2427","tr|Q8QT29|Q8QT29_9MONO",2,1,"UP000109776",181
"2428","tr|Q8QT30|Q8QT30_9MONO",2,1,"UP000109776",204
"2429","tr|Q8QT31|Q8QT31_9MONO",2,4,"UP000109776",568
"2430","tr|Q8QT32|Q8QT32_9MONO",2,1,"UP000109776",219
"2431","tr|Q8QT33|Q8QT33_9MONO",2,11,"UP000109776",524
"2432","sp|P0DJZ0|11K_PAVHV",2,3,"UP000006624",94
"2433","sp|P0DJZ1|X_PAVHV",2,1,"UP000006624",81
"2434","sp|Q9PZT0|CAPSD_PAVHV",1,7,"UP000006624",781
"2435","sp|Q9PZT0|CAPSD_PAVHV",2,21,"UP000006624",781
"2436","sp|Q9PZT1|NS1_PAVHV",1,2,"UP000006624",671
"2437","sp|Q9PZT1|NS1_PAVHV",2,31,"UP000006624",671
"2438","sp|Q9PZT1|NS1_PAVHV",3,5,"UP000006624",671
"2439","sp|O36633|GLYC_HRSVB",2,1,"UP000002472",299
"2440","sp|O36634|FUS_HRSVB",1,2,"UP000002472",574
"2441","sp|O36634|FUS_HRSVB",2,9,"UP000002472",574
"2442","sp|O36635|L_HRSVB",1,7,"UP000002472",2166
"2443","sp|O36635|L_HRSVB",2,48,"UP000002472",2166
"2444","sp|O36635|L_HRSVB",3,6,"UP000002472",2166
"2445","sp|O42038|NS2_HRSVB",2,6,"UP000002472",124
"2446","sp|O42050|M21_HRSVB",1,2,"UP000002472",195
"2447","sp|O42050|M21_HRSVB",2,13,"UP000002472",195
"2448","sp|O42050|M21_HRSVB",3,1,"UP000002472",195
"2449","sp|O42053|NCAP_HRSVB",1,2,"UP000002472",391
"2450","sp|O42053|NCAP_HRSVB",2,17,"UP000002472",391
"2451","sp|O42062|PHOSP_HRSVB",2,6,"UP000002472",241
"2452","sp|O42083|NS1_HRSVB",2,1,"UP000002472",139
"2453","sp|P07210|POLG_HRV8A",1,4,"UP000007070",2164
"2454","sp|P07210|POLG_HRV8A",2,34,"UP000007070",2164
"2455","sp|P07210|POLG_HRV8A",3,2,"UP000007070",2164
"2456","sp|P0C6U8|R1A_SARS",1,21,"UP000000354",4382
"2457","sp|P0C6U8|R1A_SARS",2,112,"UP000000354",4382
"2458","sp|P0C6U8|R1A_SARS",3,7,"UP000000354",4382
"2459","sp|P0C6X7|R1AB_SARS",1,32,"UP000000354",7073
"2460","sp|P0C6X7|R1AB_SARS",2,211,"UP000000354",7073
"2461","sp|P0C6X7|R1AB_SARS",3,16,"UP000000354",7073
"2462","sp|P59594|SPIKE_SARS",0,1,"UP000000354",1255
"2463","sp|P59594|SPIKE_SARS",1,8,"UP000000354",1255
"2464","sp|P59594|SPIKE_SARS",2,46,"UP000000354",1255
"2465","sp|P59595|NCAP_SARS",1,2,"UP000000354",422
"2466","sp|P59595|NCAP_SARS",2,30,"UP000000354",422
"2467","sp|P59595|NCAP_SARS",3,2,"UP000000354",422
"2468","sp|P59596|VME1_SARS",2,11,"UP000000354",221
"2469","sp|P59596|VME1_SARS",3,2,"UP000000354",221
"2470","sp|P59632|AP3A_SARS",2,2,"UP000000354",274
"2471","sp|P59632|AP3A_SARS",3,1,"UP000000354",274
"2472","sp|Q7TFA0|NS8A_SARS",2,9,"UP000000354",39
"2473","sp|Q80H93|NS8B_SARS",1,2,"UP000000354",84
"2474","sp|Q80H93|NS8B_SARS",2,4,"UP000000354",84
"2475","sp|P14349|GAG_FOAMV",1,5,"UP000138352",648
"2476","sp|P14349|GAG_FOAMV",2,8,"UP000138352",648
"2477","sp|P14350|POL_FOAMV",2,10,"UP000138352",1143
"2478","sp|P14350|POL_FOAMV",3,1,"UP000138352",1143
"2479","sp|P14351|ENV_FOAMV",2,9,"UP000138352",989
"2480","sp|P14353|BEL1_FOAMV",2,2,"UP000138352",300
"2481","sp|P14353|BEL1_FOAMV",3,3,"UP000138352",300
"2482","sp|P89873|BET_FOAMV",1,3,"UP000138352",482
"2483","sp|P89873|BET_FOAMV",2,18,"UP000138352",482
"2484","sp|P89873|BET_FOAMV",3,1,"UP000138352",482
"2485","sp|P0C745|HBZ_HTL1C",1,3,"UP000001061",209
"2486","sp|P0C745|HBZ_HTL1C",2,7,"UP000001061",209
"2487","sp|P14074|PRO_HTL1C",1,1,"UP000001061",651
"2488","sp|P14074|PRO_HTL1C",2,20,"UP000001061",651
"2489","sp|P14074|PRO_HTL1C",3,2,"UP000001061",651
"2490","sp|P14075|ENV_HTL1C",2,6,"UP000001061",488
"2491","sp|P14076|GAG_HTL1C",2,12,"UP000001061",429
"2492","sp|P14076|GAG_HTL1C",3,2,"UP000001061",429
"2493","sp|P14078|POL_HTL1C",1,8,"UP000001061",1462
"2494","sp|P14078|POL_HTL1C",2,41,"UP000001061",1462
"2495","sp|P14078|POL_HTL1C",3,2,"UP000001061",1462
"2496","sp|P14079|TAX_HTL1C",2,4,"UP000001061",353
"2497","tr|A0A0K0KAR3|A0A0K0KAR3_HUTV",2,1,"UP000243571",291
"2498","sp|P03428|PB2_I34A1",1,2,"UP000009255",759
"2499","sp|P03428|PB2_I34A1",2,12,"UP000009255",759
"2500","sp|P03428|PB2_I34A1",3,1,"UP000009255",759
"2501","sp|P03431|RDRP_I34A1",1,1,"UP000009255",757
"2502","sp|P03431|RDRP_I34A1",2,12,"UP000009255",757
"2503","sp|P03431|RDRP_I34A1",3,1,"UP000009255",757
"2504","sp|P03433|PA_I34A1",2,3,"UP000009255",716
"2505","sp|P03433|PA_I34A1",3,1,"UP000009255",716
"2506","sp|P03452|HEMA_I34A1",1,1,"UP000009255",565
"2507","sp|P03452|HEMA_I34A1",2,21,"UP000009255",565
"2508","sp|P03466|NCAP_I34A1",1,1,"UP000009255",498
"2509","sp|P03466|NCAP_I34A1",2,19,"UP000009255",498
"2510","sp|P03466|NCAP_I34A1",3,1,"UP000009255",498
"2511","sp|P03468|NRAM_I34A1",1,2,"UP000009255",454
"2512","sp|P03468|NRAM_I34A1",2,20,"UP000009255",454
"2513","sp|P03485|M1_I34A1",1,2,"UP000009255",252
"2514","sp|P03485|M1_I34A1",2,5,"UP000009255",252
"2515","sp|P03508|NEP_I34A1",2,17,"UP000009255",121
"2516","sp|P0CK64|PAX_I34A1",3,1,"UP000009255",252
"2517","sp|P0DOG6|PB2S1_I34A1",1,2,"UP000009255",510
"2518","sp|P0DOG6|PB2S1_I34A1",2,12,"UP000009255",510
"2519","sp|P0DOG6|PB2S1_I34A1",3,1,"UP000009255",510
"2520","sp|P03460|HEMA_INBLE",1,2,"UP000008158",584
"2521","sp|P03460|HEMA_INBLE",2,10,"UP000008158",584
"2522","sp|P03460|HEMA_INBLE",3,1,"UP000008158",584
"2523","sp|P03474|NRAM_INBLE",2,7,"UP000008158",466
"2524","sp|P03489|M1_INBLE",1,6,"UP000008158",248
"2525","sp|P03489|M1_INBLE",2,23,"UP000008158",248
"2526","sp|P03493|BM2_INBLE",2,3,"UP000008158",109
"2527","sp|P03502|NS1_INBLE",1,1,"UP000008158",281
"2528","sp|P03502|NS1_INBLE",2,10,"UP000008158",281
"2529","sp|P03502|NS1_INBLE",3,1,"UP000008158",281
"2530","sp|P04665|NCAP_INBLE",1,5,"UP000008158",560
"2531","sp|P04665|NCAP_INBLE",2,9,"UP000008158",560
"2532","sp|P06817|VNB_INBLE",2,1,"UP000008158",100
"2533","sp|P07832|RDRP_INBLE",1,8,"UP000008158",752
"2534","sp|P07832|RDRP_INBLE",2,33,"UP000008158",752
"2535","sp|P07832|RDRP_INBLE",3,4,"UP000008158",752
"2536","sp|Q9QLI9|PA_INBLE",1,1,"UP000008158",726
"2537","sp|Q9QLI9|PA_INBLE",2,6,"UP000008158",726
"2538","sp|Q9QLL6|PB2_INBLE",1,4,"UP000008158",770
"2539","sp|Q9QLL6|PB2_INBLE",2,22,"UP000008158",770
"2540","sp|P68762|HEMA_INCAA",1,3,"UP000008286",655
"2541","sp|P68762|HEMA_INCAA",2,7,"UP000008286",655
"2542","sp|Q01639|NS1_INCAA",2,3,"UP000008286",246
"2543","sp|Q6I7B9|MAT_INCAA",2,13,"UP000008286",374
"2544","sp|Q6I7C0|NCAP_INCAA",0,1,"UP000008286",565
"2545","sp|Q6I7C0|NCAP_INCAA",1,1,"UP000008286",565
"2546","sp|Q6I7C0|NCAP_INCAA",2,18,"UP000008286",565
"2547","sp|Q6I7C0|NCAP_INCAA",3,2,"UP000008286",565
"2548","sp|Q6I7C2|PA_INCAA",1,3,"UP000008286",709
"2549","sp|Q6I7C2|PA_INCAA",2,36,"UP000008286",709
"2550","sp|Q6I7C2|PA_INCAA",3,3,"UP000008286",709
"2551","sp|Q6I7C3|RDRP_INCAA",1,3,"UP000008286",754
"2552","sp|Q6I7C3|RDRP_INCAA",2,21,"UP000008286",754
"2553","sp|Q6I7C4|PB2_INCAA",1,1,"UP000008286",774
"2554","sp|Q6I7C4|PB2_INCAA",2,13,"UP000008286",774
"2555","sp|Q6I7C4|PB2_INCAA",3,1,"UP000008286",774
"2556","sp|Q5K2K3|L_ISFV",1,4,"UP000204017",2093
"2557","sp|Q5K2K3|L_ISFV",2,35,"UP000204017",2093
"2558","sp|Q5K2K3|L_ISFV",3,5,"UP000204017",2093
"2559","sp|Q5K2K4|GLYCO_ISFV",1,4,"UP000204017",523
"2560","sp|Q5K2K4|GLYCO_ISFV",2,7,"UP000204017",523
"2561","sp|Q5K2K6|PHOSP_ISFV",2,1,"UP000204017",289
"2562","sp|Q5K2K7|NCAP_ISFV",2,2,"UP000204017",423
"2563","sp|P0DOH8|POLS_JAEVJ",1,8,"UP000007214",1198
"2564","sp|P0DOH8|POLS_JAEVJ",2,49,"UP000007214",1198
"2565","sp|P0DOH8|POLS_JAEVJ",3,2,"UP000007214",1198
"2566","sp|P32886|POLG_JAEVJ",1,18,"UP000007214",3432
"2567","sp|P32886|POLG_JAEVJ",2,93,"UP000007214",3432
"2568","sp|P32886|POLG_JAEVJ",3,4,"UP000007214",3432
"2569","sp|P03072|LT_POVJC",1,2,"UP000008478",688
"2570","sp|P03072|LT_POVJC",2,34,"UP000008478",688
"2571","sp|P03072|LT_POVJC",3,2,"UP000008478",688
"2572","sp|P03089|VP1_POVJC",2,17,"UP000008478",354
"2573","sp|P03089|VP1_POVJC",3,1,"UP000008478",354
"2574","sp|P03095|VP2_POVJC",1,4,"UP000008478",344
"2575","sp|P03095|VP2_POVJC",2,6,"UP000008478",344
"2576","sp|P14239|NCAP_JUNIN",1,7,"UP000127886",564
"2577","sp|P14239|NCAP_JUNIN",2,24,"UP000127886",564
"2578","sp|P26313|GLYC_JUNIN",1,2,"UP000127886",485
"2579","sp|P26313|GLYC_JUNIN",2,24,"UP000127886",485
"2580","sp|Q6XQI4|L_JUNIN",1,5,"UP000127886",2210
"2581","sp|Q6XQI4|L_JUNIN",2,50,"UP000127886",2210
"2582","sp|P0DOI3|VP1_POVK6",1,1,"UP000107189",378
"2583","sp|P0DOI3|VP1_POVK6",2,5,"UP000107189",378
"2584","sp|P0DOI6|LT_POVK6",2,11,"UP000107189",641
"2585","sp|P0DOI9|ST_POVK6",2,16,"UP000107189",191
"2586","sp|P0DOI9|ST_POVK6",3,8,"UP000107189",191
"2587","sp|P0DOJ2|VP2_POVK6",1,2,"UP000107189",400
"2588","sp|P0DOJ2|VP2_POVK6",2,1,"UP000107189",400
"2589","sp|P14335|POLG_KUNJM",0,1,"UP000138183",3433
"2590","sp|P14335|POLG_KUNJM",1,27,"UP000138183",3433
"2591","sp|P14335|POLG_KUNJM",2,90,"UP000138183",3433
"2592","sp|P14335|POLG_KUNJM",3,4,"UP000138183",3433
"2593","tr|D4NRK3|D4NRK3_LBV",2,10,"UP000161306",450
"2594","tr|D4NRK4|D4NRK4_LBV",1,2,"UP000161306",305
"2595","tr|D4NRK4|D4NRK4_LBV",2,13,"UP000161306",305
"2596","tr|D4NRK5|D4NRK5_LBV",1,1,"UP000161306",202
"2597","tr|D4NRK5|D4NRK5_LBV",2,10,"UP000161306",202
"2598","tr|D4NRK5|D4NRK5_LBV",3,2,"UP000161306",202
"2599","tr|D4NRK6|D4NRK6_LBV",1,3,"UP000161306",522
"2600","tr|D4NRK6|D4NRK6_LBV",2,8,"UP000161306",522
"2601","tr|D4NRK7|D4NRK7_LBV",1,2,"UP000161306",2127
"2602","tr|D4NRK7|D4NRK7_LBV",2,33,"UP000161306",2127
"2603","tr|D4NRK7|D4NRK7_LBV",3,2,"UP000161306",2127
"2604","sp|P27588|NCAP_MABVM",1,2,"UP000180448",695
"2605","sp|P27588|NCAP_MABVM",2,5,"UP000180448",695
"2606","sp|P31352|L_MABVM",1,5,"UP000180448",2331
"2607","sp|P31352|L_MABVM",2,44,"UP000180448",2331
"2608","sp|P31352|L_MABVM",3,6,"UP000180448",2331
"2609","sp|P35253|VGP_MABVM",1,3,"UP000180448",681
"2610","sp|P35253|VGP_MABVM",2,18,"UP000180448",681
"2611","sp|P35253|VGP_MABVM",3,4,"UP000180448",681
"2612","sp|P35258|VP30_MABVM",2,11,"UP000180448",281
"2613","sp|P35259|VP35_MABVM",1,3,"UP000180448",329
"2614","sp|P35259|VP35_MABVM",2,5,"UP000180448",329
"2615","sp|P35260|VP40_MABVM",1,1,"UP000180448",303
"2616","sp|P35260|VP40_MABVM",2,24,"UP000180448",303
"2617","sp|P35260|VP40_MABVM",3,3,"UP000180448",303
"2618","tr|Q9IG40|Q9IG40_9FLAV",1,27,"UP000180575",3414
"2619","tr|Q9IG40|Q9IG40_9FLAV",2,130,"UP000180575",3414
"2620","tr|Q9IG40|Q9IG40_9FLAV",3,3,"UP000180575",3414
"2621","sp|O09705|L_LASSJ",1,5,"UP000002473",2218
"2622","sp|O09705|L_LASSJ",2,38,"UP000002473",2218
"2623","sp|P08669|GLYC_LASSJ",2,3,"UP000002473",491
"2624","sp|P13699|NCAP_LASSJ",1,5,"UP000002473",569
"2625","sp|P13699|NCAP_LASSJ",2,7,"UP000002473",569
"2626","sp|P54634|POLG_LORDV",1,12,"UP000007767",1699
"2627","sp|P54634|POLG_LORDV",2,65,"UP000007767",1699
"2628","sp|P54635|CAPSD_LORDV",1,9,"UP000007767",539
"2629","sp|P54635|CAPSD_LORDV",2,19,"UP000007767",539
"2630","sp|P54635|CAPSD_LORDV",3,1,"UP000007767",539
"2631","sp|P54636|VP2_LORDV",1,2,"UP000007767",268
"2632","sp|P54636|VP2_LORDV",2,2,"UP000007767",268
"2633","sp|P22338|POLG_LIV",0,2,"UP000007644",3414
"2634","sp|P22338|POLG_LIV",1,21,"UP000007644",3414
"2635","sp|P22338|POLG_LIV",2,125,"UP000007644",3414
"2636","sp|P09991|GLYC_LYCVA",2,9,"UP000002474",498
"2637","sp|P09991|GLYC_LYCVA",3,1,"UP000002474",498
"2638","sp|P09992|NCAP_LYCVA",1,1,"UP000002474",558
"2639","sp|P09992|NCAP_LYCVA",2,7,"UP000002474",558
"2640","sp|P09992|NCAP_LYCVA",3,1,"UP000002474",558
"2641","sp|P14240|L_LYCVA",1,4,"UP000002474",2210
"2642","sp|P14240|L_LYCVA",2,29,"UP000002474",2210
"2643","sp|P18541|Z_LYCVA",2,1,"UP000002474",90
"2644","tr|Q6IVU0|Q6IVU0_MACHU",1,2,"UP000233900",2209
"2645","tr|Q6IVU0|Q6IVU0_MACHU",2,34,"UP000233900",2209
"2646","tr|Q6IVU0|Q6IVU0_MACHU",3,4,"UP000233900",2209
"2647","tr|Q8AZ57|Q8AZ57_MACHU",2,13,"UP000233900",496
"2648","tr|Q8AZ68|Q8AZ68_MACHU",0,1,"UP000233900",564
"2649","tr|Q8AZ68|Q8AZ68_MACHU",1,1,"UP000233900",564
"2650","tr|Q8AZ68|Q8AZ68_MACHU",2,8,"UP000233900",564
"2651","tr|Q8AZ68|Q8AZ68_MACHU",3,1,"UP000233900",564
"2652","sp|Q8QZ72|POLS_MAYAB",1,4,"UP000007774",1242
"2653","sp|Q8QZ72|POLS_MAYAB",2,18,"UP000007774",1242
"2654","sp|Q8QZ72|POLS_MAYAB",3,1,"UP000007774",1242
"2655","sp|Q8QZ73|POLN_MAYAB",1,6,"UP000007774",2437
"2656","sp|Q8QZ73|POLN_MAYAB",2,56,"UP000007774",2437
"2657","sp|Q8QZ73|POLN_MAYAB",3,4,"UP000007774",2437
"2658","sp|P0C774|V_MEASC",1,1,"UP000008699",299
"2659","sp|P0C774|V_MEASC",2,13,"UP000008699",299
"2660","sp|P0C774|V_MEASC",3,1,"UP000008699",299
"2661","sp|Q786F2|HEMA_MEASC",1,5,"UP000008699",617
"2662","sp|Q786F2|HEMA_MEASC",2,33,"UP000008699",617
"2663","sp|Q786F2|HEMA_MEASC",3,2,"UP000008699",617
"2664","sp|Q786F3|FUS_MEASC",1,4,"UP000008699",550
"2665","sp|Q786F3|FUS_MEASC",2,30,"UP000008699",550
"2666","sp|Q9W850|MATRX_MEASC",1,1,"UP000008699",335
"2667","sp|Q9W850|MATRX_MEASC",2,15,"UP000008699",335
"2668","sp|Q9WMB3|L_MEASC",1,6,"UP000008699",2183
"2669","sp|Q9WMB3|L_MEASC",2,61,"UP000008699",2183
"2670","sp|Q9WMB3|L_MEASC",3,6,"UP000008699",2183
"2671","sp|Q9WMB4|PHOSP_MEASC",1,4,"UP000008699",507
"2672","sp|Q9WMB4|PHOSP_MEASC",2,22,"UP000008699",507
"2673","sp|Q9WMB4|PHOSP_MEASC",3,1,"UP000008699",507
"2674","sp|Q9WMB5|NCAP_MEASC",1,1,"UP000008699",525
"2675","sp|Q9WMB5|NCAP_MEASC",2,4,"UP000008699",525
"2676","sp|Q9YZN9|C_MEASC",2,4,"UP000008699",186
"2677","sp|P12296|POLG_ENMGO",1,1,"UP000008663",2293
"2678","sp|P12296|POLG_ENMGO",2,28,"UP000008663",2293
"2679","sp|P12296|POLG_ENMGO",3,6,"UP000008663",2293
"2680","tr|B0G0V7|B0G0V7_9POLY",1,1,"UP000154903",186
"2681","tr|B0G0V7|B0G0V7_9POLY",2,2,"UP000154903",186
"2682","tr|B0G0W3|B0G0W3_9POLY",1,1,"UP000154903",423
"2683","tr|B0G0W3|B0G0W3_9POLY",2,21,"UP000154903",423
"2684","tr|B0G0W4|B0G0W4_9POLY",1,1,"UP000154903",241
"2685","tr|B6DVW7|B6DVW7_9POLY",1,3,"UP000154903",817
"2686","tr|B6DVW7|B6DVW7_9POLY",2,17,"UP000154903",817
"2687","tr|Q6UZE8|Q6UZE8_SARS",1,2,"UP000147828",422
"2688","tr|Q6UZE8|Q6UZE8_SARS",2,30,"UP000147828",422
"2689","tr|Q6UZE8|Q6UZE8_SARS",3,2,"UP000147828",422
"2690","tr|Q6UZE9|Q6UZE9_SARS",2,11,"UP000147828",221
"2691","tr|Q6UZE9|Q6UZE9_SARS",3,2,"UP000147828",221
"2692","tr|Q6UZF0|Q6UZF0_SARS",0,1,"UP000147828",1255
"2693","tr|Q6UZF0|Q6UZF0_SARS",1,8,"UP000147828",1255
"2694","tr|Q6UZF0|Q6UZF0_SARS",2,46,"UP000147828",1255
"2695","tr|Q6UZF1|Q6UZF1_SARS",1,32,"UP000147828",7073
"2696","tr|Q6UZF1|Q6UZF1_SARS",2,211,"UP000147828",7073
"2697","tr|Q6UZF1|Q6UZF1_SARS",3,16,"UP000147828",7073
"2698","tr|R9UMC1|R9UMC1_MERS",2,6,"UP000171868",109
"2699","tr|R9UNX1|R9UNX1_MERS",2,1,"UP000171868",103
"2700","tr|R9UNX5|R9UNX5_MERS",2,2,"UP000171868",219
"2701","tr|R9UQ53|R9UQ53_MERS",2,16,"UP000171868",1353
"2702","tr|R9UQN1|R9UQN1_MERS",1,2,"UP000171868",82
"2703","tr|R9UQN1|R9UQN1_MERS",2,2,"UP000171868",82
"2704","tr|R9UQP3|R9UQP3_MERS",2,7,"UP000171868",246
"2705","tr|T2B9I2|T2B9I2_MERS",1,17,"UP000171868",4391
"2706","tr|T2B9I2|T2B9I2_MERS",2,133,"UP000171868",4391
"2707","tr|T2B9I2|T2B9I2_MERS",3,14,"UP000171868",4391
"2708","tr|T2B9U0|T2B9U0_MERS",1,28,"UP000171868",7078
"2709","tr|T2B9U0|T2B9U0_MERS",2,236,"UP000171868",7078
"2710","tr|T2B9U0|T2B9U0_MERS",3,25,"UP000171868",7078
"2711","tr|T2B9U9|T2B9U9_MERS",2,3,"UP000171868",112
"2712","tr|T2BBK0|T2BBK0_MERS",1,9,"UP000171868",413
"2713","tr|T2BBK0|T2BBK0_MERS",2,25,"UP000171868",413
"2714","sp|P0C568|L_MOKV",1,7,"UP000006826",2127
"2715","sp|P0C568|L_MOKV",2,21,"UP000006826",2127
"2716","sp|P0C568|L_MOKV",3,1,"UP000006826",2127
"2717","sp|P0C569|PHOSP_MOKV",1,2,"UP000006826",303
"2718","sp|P0C569|PHOSP_MOKV",2,23,"UP000006826",303
"2719","sp|P0C570|NCAP_MOKV",2,10,"UP000006826",450
"2720","sp|P0C571|MATRX_MOKV",1,1,"UP000006826",202
"2721","sp|P0C571|MATRX_MOKV",2,9,"UP000006826",202
"2722","sp|P0C571|MATRX_MOKV",3,3,"UP000006826",202
"2723","sp|P0C572|GLYCO_MOKV",1,3,"UP000006826",522
"2724","sp|P0C572|GLYCO_MOKV",2,14,"UP000006826",522
"2725","sp|P0C572|GLYCO_MOKV",3,1,"UP000006826",522
"2726","sp|Q98176|MC005_MCV1",2,2,"UP000000869",85
"2727","sp|Q98178|MC007_MCV1",1,1,"UP000000869",217
"2728","sp|Q98178|MC007_MCV1",2,13,"UP000000869",217
